description,price,bioequivalent,image_url,chain,searched_drug
DOLORUB GEL DERMICO Pomo x 60g,4790.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004002542_DOLORUB_GEL_DERMICO_Pomo_x_60g_200x.jpg?v=1663952851 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004002542_DOLORUB_GEL_DERMICO_Pomo_x_60g_300x.jpg?v=1663952851 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004002542_DOLORUB_GEL_DERMICO_Pomo_x_60g_400x.jpg?v=1663952851 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004002542_DOLORUB_GEL_DERMICO_Pomo_x_60g_500x.jpg?v=1663952851 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800004002542_DOLORUB_GEL_DERMICO_Pomo_x_60g_600x.jpg?v=1663952851 600w",Farmacia Botika,ibuprofeno
DOLNIX Comp. x 10,11990.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026016459_DOLNIX_10COMP_200x.jpg?v=1648235525 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026016459_DOLNIX_10COMP_300x.jpg?v=1648235525 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026016459_DOLNIX_10COMP_400x.jpg?v=1648235525 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026016459_DOLNIX_10COMP_500x.jpg?v=1648235525 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026016459_DOLNIX_10COMP_600x.jpg?v=1648235525 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026016459_DOLNIX_10COMP_700x.jpg?v=1648235525 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026016459_DOLNIX_10COMP_800x.jpg?v=1648235525 800w",Farmacia Botika,ibuprofeno
TERMO-NIOFEN Oral Susp. x 120ml,9990.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026009970_TERMO_NIOFEN_200x.jpg?v=1647594965 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026009970_TERMO_NIOFEN_300x.jpg?v=1647594965 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026009970_TERMO_NIOFEN_400x.jpg?v=1647594965 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026009970_TERMO_NIOFEN_500x.jpg?v=1647594965 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026009970_TERMO_NIOFEN_600x.jpg?v=1647594965 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026009970_TERMO_NIOFEN_700x.jpg?v=1647594965 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800026009970_TERMO_NIOFEN_800x.jpg?v=1647594965 800w",Farmacia Botika,ibuprofeno
IPSON-D Jbe. x 120ml,10990.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060118942_IPSON-D_JBEX120ML_200x.jpg?v=1652842090 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060118942_IPSON-D_JBEX120ML_300x.jpg?v=1652842090 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060118942_IPSON-D_JBEX120ML_400x.jpg?v=1652842090 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060118942_IPSON-D_JBEX120ML_500x.jpg?v=1652842090 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060118942_IPSON-D_JBEX120ML_600x.jpg?v=1652842090 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060118942_IPSON-D_JBEX120ML_700x.jpg?v=1652842090 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060118942_IPSON-D_JBEX120ML_800x.jpg?v=1652842090 800w",Farmacia Botika,ibuprofeno
IBUPIRAC LC 600mg Caps. Blandas x 10,5390.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041043980_IBUPIRAC_LC_600mg_Caps_Blandasx10_200x.jpg?v=1655823497 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041043980_IBUPIRAC_LC_600mg_Caps_Blandasx10_300x.jpg?v=1655823497 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041043980_IBUPIRAC_LC_600mg_Caps_Blandasx10_400x.jpg?v=1655823497 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800041043980_IBUPIRAC_LC_600mg_Caps_Blandasx10_500x.jpg?v=1655823497 500w",Farmacia Botika,ibuprofeno
IPSON-D Forte Jbe. x 120ml,17490.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060119086_IPSON-D_FORTE_JBE_120ML_200x.jpg?v=1652841899 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060119086_IPSON-D_FORTE_JBE_120ML_300x.jpg?v=1652841899 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060119086_IPSON-D_FORTE_JBE_120ML_400x.jpg?v=1652841899 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060119086_IPSON-D_FORTE_JBE_120ML_500x.jpg?v=1652841899 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060119086_IPSON-D_FORTE_JBE_120ML_600x.jpg?v=1652841899 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060119086_IPSON-D_FORTE_JBE_120ML_700x.jpg?v=1652841899 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060119086_IPSON-D_FORTE_JBE_120ML_800x.jpg?v=1652841899 800w",Farmacia Botika,ibuprofeno
PIRONAL Forte Susp. x 100ml,12990.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000081_PIRONAL_FTE_SUS_200MGX100ML_200x.jpg?v=1649866177 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000081_PIRONAL_FTE_SUS_200MGX100ML_300x.jpg?v=1649866177 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000081_PIRONAL_FTE_SUS_200MGX100ML_400x.jpg?v=1649866177 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000081_PIRONAL_FTE_SUS_200MGX100ML_500x.jpg?v=1649866177 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000081_PIRONAL_FTE_SUS_200MGX100ML_600x.jpg?v=1649866177 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000081_PIRONAL_FTE_SUS_200MGX100ML_700x.jpg?v=1649866177 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800028000081_PIRONAL_FTE_SUS_200MGX100ML_800x.jpg?v=1649866177 800w",Farmacia Botika,ibuprofeno
IPSON Jbe. 100mg/5ml x 120ml,6490.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060113046_IPSON_Jbe_100mg_5mlx120ml_200x.jpg?v=1664376817 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060113046_IPSON_Jbe_100mg_5mlx120ml_300x.jpg?v=1664376817 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060113046_IPSON_Jbe_100mg_5mlx120ml_400x.jpg?v=1664376817 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060113046_IPSON_Jbe_100mg_5mlx120ml_500x.jpg?v=1664376817 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060113046_IPSON_Jbe_100mg_5mlx120ml_600x.jpg?v=1664376817 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060113046_IPSON_Jbe_100mg_5mlx120ml_700x.jpg?v=1664376817 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060113046_IPSON_Jbe_100mg_5mlx120ml_800x.jpg?v=1664376817 800w",Farmacia Botika,ibuprofeno
IPSON Forte 200mg Susp. x 120ml,11990.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060114449_IPSON_FORTE_200MG_120ML_200x.jpg?v=1652841770 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060114449_IPSON_FORTE_200MG_120ML_300x.jpg?v=1652841770 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060114449_IPSON_FORTE_200MG_120ML_400x.jpg?v=1652841770 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060114449_IPSON_FORTE_200MG_120ML_500x.jpg?v=1652841770 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060114449_IPSON_FORTE_200MG_120ML_600x.jpg?v=1652841770 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060114449_IPSON_FORTE_200MG_120ML_700x.jpg?v=1652841770 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800060114449_IPSON_FORTE_200MG_120ML_800x.jpg?v=1652841770 800w",Farmacia Botika,ibuprofeno
ACTRON 600mg Caps. Blandas x 10,7290.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216100_ACTRON_600MG_200x.jpg?v=1649868604 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216100_ACTRON_600MG_300x.jpg?v=1649868604 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216100_ACTRON_600MG_400x.jpg?v=1649868604 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216100_ACTRON_600MG_500x.jpg?v=1649868604 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216100_ACTRON_600MG_600x.jpg?v=1649868604 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216100_ACTRON_600MG_700x.jpg?v=1649868604 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216100_ACTRON_600MG_800x.jpg?v=1649868604 800w",Farmacia Botika,ibuprofeno
ACTRON 400mg Caps. Blandas x 10,4490.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216094_ACTRON_400MG_200x.jpg?v=1649868581 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216094_ACTRON_400MG_300x.jpg?v=1649868581 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216094_ACTRON_400MG_400x.jpg?v=1649868581 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216094_ACTRON_400MG_500x.jpg?v=1649868581 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216094_ACTRON_400MG_600x.jpg?v=1649868581 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216094_ACTRON_400MG_700x.jpg?v=1649868581 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7793640216094_ACTRON_400MG_800x.jpg?v=1649868581 800w",Farmacia Botika,ibuprofeno
FINAGRIP Oral Fco. Susp. x 100ml,4290.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931247_FINAGRIP_ORAL_FCO_SUSP_X_100ML_200x.jpg?v=1653496548 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931247_FINAGRIP_ORAL_FCO_SUSP_X_100ML_300x.jpg?v=1653496548 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931247_FINAGRIP_ORAL_FCO_SUSP_X_100ML_400x.jpg?v=1653496548 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931247_FINAGRIP_ORAL_FCO_SUSP_X_100ML_500x.jpg?v=1653496548 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931247_FINAGRIP_ORAL_FCO_SUSP_X_100ML_600x.jpg?v=1653496548 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931247_FINAGRIP_ORAL_FCO_SUSP_X_100ML_700x.jpg?v=1653496548 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931247_FINAGRIP_ORAL_FCO_SUSP_X_100ML_800x.jpg?v=1653496548 800w",Farmacia Botika,ibuprofeno
ESANTERM FORTE SUSPENSION 200mg /5ml Oral Fco. Susp. x 100ml,3590.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7809604500229_ESANTERMFORTESUSPENSION_200mg_5ml_Oral_Fco_Suspx100ml_200x.jpg?v=1655843489 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809604500229_ESANTERMFORTESUSPENSION_200mg_5ml_Oral_Fco_Suspx100ml_300x.jpg?v=1655843489 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809604500229_ESANTERMFORTESUSPENSION_200mg_5ml_Oral_Fco_Suspx100ml_400x.jpg?v=1655843489 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809604500229_ESANTERMFORTESUSPENSION_200mg_5ml_Oral_Fco_Suspx100ml_500x.jpg?v=1655843489 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809604500229_ESANTERMFORTESUSPENSION_200mg_5ml_Oral_Fco_Suspx100ml_600x.jpg?v=1655843489 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809604500229_ESANTERMFORTESUSPENSION_200mg_5ml_Oral_Fco_Suspx100ml_700x.jpg?v=1655843489 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7809604500229_ESANTERMFORTESUSPENSION_200mg_5ml_Oral_Fco_Suspx100ml_800x.jpg?v=1655843489 800w",Farmacia Botika,ibuprofeno
ALGIASOL FORTE 200mg/5ml jbe. x 100ml,3290.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931223_ALGIASOL_FORTE_200MGX5ML_200x.jpg?v=1648566464 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931223_ALGIASOL_FORTE_200MGX5ML_300x.jpg?v=1648566464 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931223_ALGIASOL_FORTE_200MGX5ML_400x.jpg?v=1648566464 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931223_ALGIASOL_FORTE_200MGX5ML_500x.jpg?v=1648566464 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931223_ALGIASOL_FORTE_200MGX5ML_600x.jpg?v=1648566464 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931223_ALGIASOL_FORTE_200MGX5ML_700x.jpg?v=1648566464 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804614931223_ALGIASOL_FORTE_200MGX5ML_800x.jpg?v=1648566464 800w",Farmacia Botika,ibuprofeno
BEDIATIL Forte 200mg /5ml Fco. x 100ml,5890.0,ibuprofeno,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068014147_BEDIATIL_FORTE_200MG_5ML_FCOX100ML_200x.jpg?v=1649884795 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068014147_BEDIATIL_FORTE_200MG_5ML_FCOX100ML_300x.jpg?v=1649884795 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068014147_BEDIATIL_FORTE_200MG_5ML_FCOX100ML_400x.jpg?v=1649884795 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068014147_BEDIATIL_FORTE_200MG_5ML_FCOX100ML_500x.jpg?v=1649884795 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068014147_BEDIATIL_FORTE_200MG_5ML_FCOX100ML_600x.jpg?v=1649884795 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068014147_BEDIATIL_FORTE_200MG_5ML_FCOX100ML_700x.jpg?v=1649884795 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800068014147_BEDIATIL_FORTE_200MG_5ML_FCOX100ML_800x.jpg?v=1649884795 800w",Farmacia Botika,ibuprofeno
LOSARTAN POTASICO CHILE LAB. 50mg Comp. Rec. x 30,1690.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007679895_LOSARTAN_POTASICO_CHILE_LAB_50mg_Comp_Recx30_200x.jpg?v=1656185706 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007679895_LOSARTAN_POTASICO_CHILE_LAB_50mg_Comp_Recx30_300x.jpg?v=1656185706 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007679895_LOSARTAN_POTASICO_CHILE_LAB_50mg_Comp_Recx30_400x.jpg?v=1656185706 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007679895_LOSARTAN_POTASICO_CHILE_LAB_50mg_Comp_Recx30_500x.jpg?v=1656185706 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007679895_LOSARTAN_POTASICO_CHILE_LAB_50mg_Comp_Recx30_600x.jpg?v=1656185706 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007679895_LOSARTAN_POTASICO_CHILE_LAB_50mg_Comp_Recx30_700x.jpg?v=1656185706 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007679895_LOSARTAN_POTASICO_CHILE_LAB_50mg_Comp_Recx30_800x.jpg?v=1656185706 800w",Farmacia Botika,losartan
LOSARTAN 50mg Comp. x 30,1690.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880677_LOSARTAN_COM_50MG_X30_d30f3138-1424-4bd0-a4d5-c181e9d1e1a4_200x.jpg?v=1655845239 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880677_LOSARTAN_COM_50MG_X30_d30f3138-1424-4bd0-a4d5-c181e9d1e1a4_300x.jpg?v=1655845239 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880677_LOSARTAN_COM_50MG_X30_d30f3138-1424-4bd0-a4d5-c181e9d1e1a4_400x.jpg?v=1655845239 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880677_LOSARTAN_COM_50MG_X30_d30f3138-1424-4bd0-a4d5-c181e9d1e1a4_500x.jpg?v=1655845239 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880677_LOSARTAN_COM_50MG_X30_d30f3138-1424-4bd0-a4d5-c181e9d1e1a4_600x.jpg?v=1655845239 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880677_LOSARTAN_COM_50MG_X30_d30f3138-1424-4bd0-a4d5-c181e9d1e1a4_700x.jpg?v=1655845239 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804650880677_LOSARTAN_COM_50MG_X30_d30f3138-1424-4bd0-a4d5-c181e9d1e1a4_800x.jpg?v=1655845239 800w",Farmacia Botika,losartan
LOSARTAN 50mg Comp. x 30,1690.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804640561111_LOSARTAN_COM_50MG_X30_4493029e-9943-416a-9cb7-deaaa5ed7411_200x.jpg?v=1659711081 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804640561111_LOSARTAN_COM_50MG_X30_4493029e-9943-416a-9cb7-deaaa5ed7411_300x.jpg?v=1659711081 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804640561111_LOSARTAN_COM_50MG_X30_4493029e-9943-416a-9cb7-deaaa5ed7411_400x.jpg?v=1659711081 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804640561111_LOSARTAN_COM_50MG_X30_4493029e-9943-416a-9cb7-deaaa5ed7411_500x.jpg?v=1659711081 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804640561111_LOSARTAN_COM_50MG_X30_4493029e-9943-416a-9cb7-deaaa5ed7411_600x.jpg?v=1659711081 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804640561111_LOSARTAN_COM_50MG_X30_4493029e-9943-416a-9cb7-deaaa5ed7411_700x.jpg?v=1659711081 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804640561111_LOSARTAN_COM_50MG_X30_4493029e-9943-416a-9cb7-deaaa5ed7411_800x.jpg?v=1659711081 800w",Farmacia Botika,losartan
LOSARTAN 50mg Comp. x 30,1690.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620831517_LOSARTAN_COM_50MG_X30_ce0bb17b-7e6e-4460-a06e-db661130a3df_200x.jpg?v=1656004338 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620831517_LOSARTAN_COM_50MG_X30_ce0bb17b-7e6e-4460-a06e-db661130a3df_300x.jpg?v=1656004338 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620831517_LOSARTAN_COM_50MG_X30_ce0bb17b-7e6e-4460-a06e-db661130a3df_400x.jpg?v=1656004338 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620831517_LOSARTAN_COM_50MG_X30_ce0bb17b-7e6e-4460-a06e-db661130a3df_500x.jpg?v=1656004338 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620831517_LOSARTAN_COM_50MG_X30_ce0bb17b-7e6e-4460-a06e-db661130a3df_600x.jpg?v=1656004338 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620831517_LOSARTAN_COM_50MG_X30_ce0bb17b-7e6e-4460-a06e-db661130a3df_700x.jpg?v=1656004338 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620831517_LOSARTAN_COM_50MG_X30_ce0bb17b-7e6e-4460-a06e-db661130a3df_800x.jpg?v=1656004338 800w",Farmacia Botika,losartan
LOSARTAN 50mg Comp. x 30,1690.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807229_LOSARTAN_COM_50MG_X30_22aa0fdb-724a-4ec9-a4ea-1b4b462207a2_200x.jpg?v=1653415927 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807229_LOSARTAN_COM_50MG_X30_22aa0fdb-724a-4ec9-a4ea-1b4b462207a2_300x.jpg?v=1653415927 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807229_LOSARTAN_COM_50MG_X30_22aa0fdb-724a-4ec9-a4ea-1b4b462207a2_400x.jpg?v=1653415927 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807229_LOSARTAN_COM_50MG_X30_22aa0fdb-724a-4ec9-a4ea-1b4b462207a2_500x.jpg?v=1653415927 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807229_LOSARTAN_COM_50MG_X30_22aa0fdb-724a-4ec9-a4ea-1b4b462207a2_600x.jpg?v=1653415927 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807229_LOSARTAN_COM_50MG_X30_22aa0fdb-724a-4ec9-a4ea-1b4b462207a2_700x.jpg?v=1653415927 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800007807229_LOSARTAN_COM_50MG_X30_22aa0fdb-724a-4ec9-a4ea-1b4b462207a2_800x.jpg?v=1653415927 800w",Farmacia Botika,losartan
LOSARTAN 50mg Comp. x 30,1690.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004634_LOSARTAN_COM_50MG_X30_049c6a1f-e262-4b6e-94a9-8aea7123f484_200x.jpg?v=1654113805 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004634_LOSARTAN_COM_50MG_X30_049c6a1f-e262-4b6e-94a9-8aea7123f484_300x.jpg?v=1654113805 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004634_LOSARTAN_COM_50MG_X30_049c6a1f-e262-4b6e-94a9-8aea7123f484_400x.jpg?v=1654113805 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004634_LOSARTAN_COM_50MG_X30_049c6a1f-e262-4b6e-94a9-8aea7123f484_500x.jpg?v=1654113805 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004634_LOSARTAN_COM_50MG_X30_049c6a1f-e262-4b6e-94a9-8aea7123f484_600x.jpg?v=1654113805 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004634_LOSARTAN_COM_50MG_X30_049c6a1f-e262-4b6e-94a9-8aea7123f484_700x.jpg?v=1654113805 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800046004634_LOSARTAN_COM_50MG_X30_049c6a1f-e262-4b6e-94a9-8aea7123f484_800x.jpg?v=1654113805 800w",Farmacia Botika,losartan
LOSARTAN 50mg Comp. x 30,1690.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620835218_LOSARTAN_BE_COM_50MGX30_200x.jpg?v=1652452588 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620835218_LOSARTAN_BE_COM_50MGX30_300x.jpg?v=1652452588 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620835218_LOSARTAN_BE_COM_50MGX30_400x.jpg?v=1652452588 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620835218_LOSARTAN_BE_COM_50MGX30_500x.jpg?v=1652452588 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620835218_LOSARTAN_BE_COM_50MGX30_600x.jpg?v=1652452588 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620835218_LOSARTAN_BE_COM_50MGX30_700x.jpg?v=1652452588 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7804620835218_LOSARTAN_BE_COM_50MGX30_800x.jpg?v=1652452588 800w",Farmacia Botika,losartan
LOSARTAN 50mg Comp. Rec. x 30,1690.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111872_LOSARTAN_50MG_X30COMP_200x.jpg?v=1649792651 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111872_LOSARTAN_50MG_X30COMP_300x.jpg?v=1649792651 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111872_LOSARTAN_50MG_X30COMP_400x.jpg?v=1649792651 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111872_LOSARTAN_50MG_X30COMP_500x.jpg?v=1649792651 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111872_LOSARTAN_50MG_X30COMP_600x.jpg?v=1649792651 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111872_LOSARTAN_50MG_X30COMP_700x.jpg?v=1649792651 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/7800063111872_LOSARTAN_50MG_X30COMP_800x.jpg?v=1649792651 800w",Farmacia Botika,losartan
LOSARTAN 100 mg comp. x 30,3890.0,losartan,"//cdn.shopify.com/s/files/1/0581/6687/0176/products/LOSARTAN_COM_100MGX30_7804620834440_200x.jpg?v=1647831387 200w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/LOSARTAN_COM_100MGX30_7804620834440_300x.jpg?v=1647831387 300w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/LOSARTAN_COM_100MGX30_7804620834440_400x.jpg?v=1647831387 400w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/LOSARTAN_COM_100MGX30_7804620834440_500x.jpg?v=1647831387 500w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/LOSARTAN_COM_100MGX30_7804620834440_600x.jpg?v=1647831387 600w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/LOSARTAN_COM_100MGX30_7804620834440_700x.jpg?v=1647831387 700w, //cdn.shopify.com/s/files/1/0581/6687/0176/products/LOSARTAN_COM_100MGX30_7804620834440_800x.jpg?v=1647831387 800w",Farmacia Botika,losartan
